label_target	label_others	model	epoch	loss	accuracy	precision	recall	model_path	model_init	col_labels	col_corpus	splits	ngram_size	vocab_size	batch_size	cbow
News & Politics	['Music']	model_2_cnn	4	1.014405608177185	0.5340277784400516	0.40794043325715595	0.34289688285854125	models_wo_captions/unigrams/politics_music/model_2_cnn.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_2_cnn	test	0.9415519952774047	0.5731250047683716	0.5017857253551483	0.480000001937151	models_wo_captions/unigrams/politics_music/model_2_cnn.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_3_lstm	0	0.6892340646849738	0.5770833334989018	nan	0.0	models_wo_captions/unigrams/politics_music/model_3_lstm.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_3_lstm	1	0.6831217077043321	0.5913194451067183	0.37320827775531346	0.11806824596391784	models_wo_captions/unigrams/politics_music/model_3_lstm.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_3_lstm	2	0.6922873457272848	0.5753472223877907	nan	0.004830917964378993	models_wo_captions/unigrams/politics_music/model_3_lstm.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_3_lstm	3	0.7180274791187711	0.5534722225533591	0.28240740961498684	0.05287157123287519	models_wo_captions/unigrams/politics_music/model_3_lstm.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_3_lstm	4	0.9001783265007867	0.5322916673289405	0.41848117775387234	0.26664554244942135	models_wo_captions/unigrams/politics_music/model_3_lstm.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_3_lstm	test	0.9518497467041016	0.5825000047683716	0.5383333384990692	0.3900000065565109	models_wo_captions/unigrams/politics_music/model_3_lstm.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_4_gru	0	0.681439545419481	0.5770833334989018	nan	0.0	models_wo_captions/unigrams/politics_music/model_4_gru.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_4_gru	1	0.7344466514057584	0.44027777512868244	0.4223199354277717	0.933505634466807	models_wo_captions/unigrams/politics_music/model_4_gru.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_4_gru	2	0.6917211280928718	0.5597222223877907	nan	0.0860607305334674	models_wo_captions/unigrams/politics_music/model_4_gru.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_4_gru	3	0.7977803879313998	0.5093750026490953	0.40802936421500313	0.4747621715068817	models_wo_captions/unigrams/politics_music/model_4_gru.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_4_gru	4	0.8251405225859748	0.5559027791023254	0.4260675890578164	0.4107527666621738	models_wo_captions/unigrams/politics_music/model_4_gru.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Music']	model_4_gru	test	0.9055188775062561	0.48562500476837156	0.4768709570169449	0.31500000357627866	models_wo_captions/unigrams/politics_music/model_4_gru.pt	{'embedding': Embedding(9712, 100, padding_idx=161), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_0_wordembavg_2linear	0	0.6664397597312928	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_0_wordembavg_2linear	1	0.635575783252716	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_0_wordembavg_2linear	2	0.6767530560493469	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_0_wordembavg_2linear	3	0.6497206568717957	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_0_wordembavg_2linear	4	0.6806320428848267	0.658559787273407	0.6616351962089538	0.9909043908119202	models_wo_captions/unigrams/politics_education/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_0_wordembavg_2linear	test	0.6295807063579559	0.722146729628245	0.722146729628245	1.0	models_wo_captions/unigrams/politics_education/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_1_cnn	0	0.9811825037002564	0.642934787273407	0.6618450522422791	0.9184257626533509	models_wo_captions/unigrams/politics_education/model_1_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_1_cnn	1	2.7791977167129516	0.3383152186870575	nan	0.004444444552063942	models_wo_captions/unigrams/politics_education/model_1_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_1_cnn	2	3.921490955352783	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_1_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_1_cnn	3	3.1816996574401855	0.3445652186870575	nan	0.009779367968440056	models_wo_captions/unigrams/politics_education/model_1_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_1_cnn	4	3.824435997009277	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_1_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_1_cnn	test	3.1619023283322654	0.722146729628245	0.722146729628245	1.0	models_wo_captions/unigrams/politics_education/model_1_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_2_cnn	0	0.7255656838417053	0.618070650100708	0.653268551826477	0.8996779918670654	models_wo_captions/unigrams/politics_education/model_2_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_2_cnn	1	1.9996670007705688	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_2_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_2_cnn	2	1.1167416453361512	0.3932065188884735	0.7266666769981385	0.12856291234493256	models_wo_captions/unigrams/politics_education/model_2_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_2_cnn	3	1.5454300403594972	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_2_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_2_cnn	4	0.9324669718742371	0.450543475151062	0.6767198443412781	0.3316279113292694	models_wo_captions/unigrams/politics_education/model_2_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_2_cnn	test	1.124428351720174	0.3856431146462758	0.622222234805425	0.29186047116915387	models_wo_captions/unigrams/politics_education/model_2_cnn.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_3_lstm	0	0.6532879710197449	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_3_lstm.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_3_lstm	1	0.6393823027610779	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_3_lstm.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_3_lstm	2	0.6441204071044921	0.658559787273407	0.660444712638855	0.9948717951774597	models_wo_captions/unigrams/politics_education/model_3_lstm.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_3_lstm	3	0.7748595833778381	0.658559787273407	0.6753514647483826	0.9320572495460511	models_wo_captions/unigrams/politics_education/model_3_lstm.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_3_lstm	4	0.847719407081604	0.64673912525177	0.6739565610885621	0.9071993708610535	models_wo_captions/unigrams/politics_education/model_3_lstm.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_3_lstm	test	0.8217164874076843	0.6567028959592184	0.7092281778653463	0.8885658979415894	models_wo_captions/unigrams/politics_education/model_3_lstm.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_4_gru	0	0.6838655948638916	0.661684787273407	0.661684787273407	1.0	models_wo_captions/unigrams/politics_education/model_4_gru.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_4_gru	1	0.6567716598510742	0.6679347872734069	0.6657522559165955	1.0	models_wo_captions/unigrams/politics_education/model_4_gru.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_4_gru	2	0.7308343887329102	0.605570650100708	0.6737401962280274	0.784790313243866	models_wo_captions/unigrams/politics_education/model_4_gru.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_4_gru	3	0.8327211380004883	0.564945650100708	0.651626193523407	0.7357225298881531	models_wo_captions/unigrams/politics_education/model_4_gru.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_4_gru	4	0.9696961045265198	0.617391300201416	0.6625340819358826	0.8605605244636536	models_wo_captions/unigrams/politics_education/model_4_gru.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Education']	model_4_gru	test	0.8277391095956167	0.6422101457913717	0.7131027380625407	0.8374030987421671	models_wo_captions/unigrams/politics_education/model_4_gru.pt	{'embedding': Embedding(7739, 100, padding_idx=123), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_0_wordembavg_2linear	0	0.6664316554864248	0.613715281089147	0.613715281089147	1.0	models_wo_captions/unigrams/politics_film/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_0_wordembavg_2linear	1	0.6584311723709106	0.613715281089147	0.613715281089147	1.0	models_wo_captions/unigrams/politics_film/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_0_wordembavg_2linear	2	0.7163719534873962	0.613715281089147	0.613715281089147	1.0	models_wo_captions/unigrams/politics_film/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_0_wordembavg_2linear	3	0.6616327663262686	0.6322337985038757	0.6285135646661123	0.9962962965170542	models_wo_captions/unigrams/politics_film/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_0_wordembavg_2linear	4	0.7439343631267548	0.6244212985038757	0.6280374228954315	0.9636617203553518	models_wo_captions/unigrams/politics_film/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_0_wordembavg_2linear	test	0.7959888776143392	0.572212835152944	0.578018844127655	0.9851851860682169	models_wo_captions/unigrams/politics_film/model_0_wordembavg_2linear.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_1_cnn	0	2.6469284693400064	0.613715281089147	0.613715281089147	1.0	models_wo_captions/unigrams/politics_film/model_1_cnn.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Film & Animation']	model_1_cnn	1	1.450415352980296	0.5127314825852712	0.7576633989810944	0.3695296322305997	models_wo_captions/unigrams/politics_film/model_1_cnn.pt	{'embedding': Embedding(7412, 100, padding_idx=126), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
